"ID","EngDispl","NumCyl","Transmission","FE","AirAspirationMethod","NumGears","TransLockup","TransCreeperGear","DriveDesc","IntakeValvePerCyl","ExhaustValvesPerCyl","CarlineClassDesc","VarValveTiming","VarValveLift","ModelYear"
825,2.2,4,"M5",51.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
826,3.5,6,"A7",36.0876,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2010
827,2.5,4,"A6",47.6493,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
828,2.4,5,"M5",39.3,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
829,2.4,4,"A4",42.6,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
830,2,4,"M6",41.0456,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"SmallStationWagons",0,0,2010
831,2.8,6,"S6",30.2993,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
832,3.8,6,"M6",35.3594,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
833,2.5,4,"M5",37.071,"NaturallyAspirated",5,0,0,"AllWheelDrive",2,2,"CompactCars",0,1,2010
834,2,4,"S6",39.4,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2011
835,4,8,"S7",27.9711,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2011
836,3.5,6,"A5",34.7,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"CompactCars",0,0,2010
837,4.8,8,"S6",26.7946,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
838,5.7,8,"S6",23.4318,"NaturallyAspirated",6,1,0,"ParttimeFourWheelDrive",2,2,"StandardPickupTrucks4WD",1,0,2010
839,1.6,4,"S6",44.5714,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
840,2,4,"A5",37.5,"Turbocharged",5,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
841,2,4,"AV",38,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
842,4.8,8,"A6",25.7761,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
843,3.6,6,"A6",33,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
844,3,6,"S6",32,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
845,3.8,6,"A7",35.9964,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2012
846,2.4,4,"AV",47.4081,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
847,2.5,4,"M6",37.0574,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"MidsizeCars",0,1,2010
848,3.7,5,"A4",29.7999,"NaturallyAspirated",4,1,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",0,0,2010
849,5,8,"S6",32.6701,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,1,2010
850,4.6,8,"S8",33.5509,"NaturallyAspirated",8,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
851,1.5,4,"M5",50.6725,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
852,6,8,"A6",21.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2011
853,4,6,"A5",27.8,"NaturallyAspirated",5,1,1,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",0,0,2010
854,3.5,6,"A6",34.9,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
855,4,6,"A5",25.7535,"NaturallyAspirated",5,1,1,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
856,2,4,"M6",43.1,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",0,0,2010
857,2.5,5,"S6",40.7869,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2012
858,1.6,4,"AM6",56.4204,"NaturallyAspirated",6,1,1,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2011
859,2.2,4,"M5",51.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
860,2.4,4,"A4",37,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
861,4,6,"M6",28.0488,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
862,3,6,"S6",35.4655,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,2,"MidsizeCars",1,0,2010
863,3,6,"S6",36.1,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
864,2.5,4,"S5",40.8873,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
865,4.3,6,"A4",24.1937,"NaturallyAspirated",4,1,0,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",0,0,2010
866,1.6,4,"M6",46.4353,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"2Seaters",1,0,2012
867,3,6,"M6",35.4606,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SubcompactCars",1,1,2010
868,6.4,8,"A5",29.9499,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"CompactCars",1,0,2011
869,6,8,"AV",32.8,"NaturallyAspirated",1,0,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2011
870,2.4,4,"A4",42.8,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
871,5.5,8,"A7",23.2,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
872,2,4,"M6",41.2,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",0,0,2010
873,3,6,"S6",37.4259,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SmallStationWagons",1,1,2011
874,5.6,8,"A5",23.6,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
875,4,6,"A5",27.7366,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2010
876,1.8,4,"M6",41.799,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
877,2.2,4,"A4",46.8,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
878,4.3,8,"S6",31.6,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,0,2010
879,4.6,8,"A6",28.4633,"NaturallyAspirated",6,1,1,"TwoWheelDriveRear",2,1,"StandardPickupTrucks2WD",0,0,2010
880,1.6,4,"A4",47.9,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
881,3.7,6,"S7",37.065,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
882,3.6,6,"S6",32.6,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
883,2.5,5,"S5",37.8,"Turbocharged",5,1,0,"AllWheelDrive",2,2,"CompactCars",1,0,2010
884,3.5,6,"S6",34.7494,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
885,5.3,8,"A4",22.9,"NaturallyAspirated",4,1,0,"AllWheelDrive",1,1,"VansPassengerType",1,0,2010
886,3,6,"S6",34.7286,"Supercharged",6,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,0,2010
887,1.8,4,"AV",47.5,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
888,3.2,6,"A5",32.2747,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
889,3,6,"S6",51.1,"Turbocharged",6,1,0,"TwoWheelDriveRear",2,2,"CompactCars",0,0,2010
890,3.6,6,"M6",40.4,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
891,4.4,8,"S8",33.9016,"Turbocharged",8,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2012
892,4,6,"A5",24.6648,"NaturallyAspirated",5,1,1,"FourWheelDrive",1,1,"SmallPickupTrucks4WD",0,0,2010
893,2.5,4,"A4",39.7,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
894,3.7,6,"S5",34.3,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,1,2010
895,5.3,8,"A4",22.7619,"NaturallyAspirated",4,1,0,"AllWheelDrive",1,1,"VansCargoTypes",1,0,2010
896,2.5,5,"M5",42.9319,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2012
897,2,4,"A4",47.2964,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
898,2.5,4,"M6",39.6,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
899,1.6,4,"M5",48.9,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
900,3.7,6,"S7",33.4,"NaturallyAspirated",7,1,0,"AllWheelDrive",2,2,"MidsizeCars",1,1,2012
901,2.4,4,"A4",42.6,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
902,3.2,6,"S6",36.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
903,5,8,"A6",28.716,"NaturallyAspirated",6,1,1,"TwoWheelDriveRear",2,2,"StandardPickupTrucks2WD",1,0,2011
904,3,6,"A7",31.5,"Turbocharged",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
905,3.2,6,"S6",30.347,"NaturallyAspirated",6,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
906,3.8,6,"M6",33.1649,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
907,5.4,8,"A6",27,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,1,"SpecialPurposeVehicleSUV2WD",0,0,2010
908,2.2,4,"A6",30.45,"Turbocharged",6,0,0,"FourWheelDrive",2,2,"StandardPickupTrucks4WD",0,0,2011
909,4.5,8,"AM7",24.3499,"NaturallyAspirated",7,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
910,3,6,"S6",33.7229,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"Other",1,0,2010
911,2.5,5,"M6",40.4,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
912,3,6,"A7",34.9,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"CompactCars",1,0,2010
913,4,6,"M5",26.2,"NaturallyAspirated",5,0,1,"FourWheelDrive",1,1,"SmallPickupTrucks4WD",0,0,2010
914,4,6,"A5",32.7568,"NaturallyAspirated",5,1,1,"TwoWheelDriveRear",1,1,"SubcompactCars",0,0,2010
915,3.6,6,"S6",33.5,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"CompactCars",1,0,2010
916,1.8,4,"M5",49,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2012
917,6.2,8,"A6",26,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
918,2.4,4,"A6",56.3,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2011
919,3,6,"A7",33.3,"Turbocharged",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
920,1.8,4,"AV",43.2609,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
921,3.7,6,"S7",35.162,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"SubcompactCars",1,1,2010
922,3.5,6,"S6",36.6,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
923,3.8,6,"M6",34.6,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",0,1,2010
924,3.5,6,"A6",37.6,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",0,0,2010
925,2,4,"AV",40.2345,"NaturallyAspirated",1,1,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
926,3,6,"S6",39.7103,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
927,6,12,"A5",21.4,"Turbocharged",5,1,0,"TwoWheelDriveRear",2,1,"LargeCars",1,0,2010
928,2.5,4,"A6",39.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
929,3.6,6,"A7",37.6908,"NaturallyAspirated",7,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
930,3.5,6,"A5",39.9,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,1,2010
931,3.5,6,"S7",34.1997,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2010
932,3.5,6,"S6",39.8,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
933,2.4,4,"M5",38.7,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
934,3,6,"S6",29.7892,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
935,3.6,6,"M6",34.8754,"NaturallyAspirated",6,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2010
936,2.5,4,"AV",51.6,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
937,3.7,6,"A4",28.1,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",0,0,2010
938,4,6,"A5",29.4,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",0,0,2011
939,3.5,6,"A4",34.2,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"LargeCars",0,0,2010
940,5.2,10,"M6",23.9,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"2Seaters",1,0,2010
941,3.5,6,"AVS6",39.0959,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
942,2,4,"M5",40.2397,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
943,3,6,"S6",35.4655,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,2,"MidsizeCars",1,0,2010
944,3.5,6,"A7",25.8,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
945,3,6,"S7",35,"Supercharged",7,0,0,"AllWheelDrive",2,2,"CompactCars",1,0,2010
946,4.4,8,"S6",23.1521,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
947,4.7,8,"AM6",28.0198,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
948,1.6,4,"S6",47.8478,"Turbocharged",6,1,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2011
949,2.4,4,"M5",38.6,"NaturallyAspirated",5,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
950,3.5,6,"A5",35.7494,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
951,6.3,8,"A7",24.6,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,0,2010
952,4.7,8,"M6",25.6094,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
953,1.6,4,"M5",44.2,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
954,4.6,8,"A6",26.6622,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,1,"SpecialPurposeVehicleSUV4WD",0,0,2010
955,3.5,6,"S6",36.5564,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2010
956,1,3,"Other",57.8,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
957,2.4,4,"A6",45.1,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
958,3,6,"M6",36.4738,"Turbocharged",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2011
959,2.9,4,"A4",34.3,"NaturallyAspirated",4,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",0,0,2010
960,3.6,6,"S6",37.3,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2012
961,2.4,4,"A4",40.1,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
962,2.5,4,"A6",47.6493,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
963,2.4,4,"A5",44.6,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"MidsizeCars",1,0,2010
964,4,6,"A5",28.5,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,0,2011
965,3,6,"M6",35.9,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,0,2010
966,3,6,"A7",33.3,"Turbocharged",7,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
967,4,6,"A5",30.2,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
968,2,4,"A6",49.4,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2012
969,3.5,6,"A5",29.2,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"Other",1,0,2010
970,3.7,6,"M6",34.4,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"MidsizeCars",1,1,2010
971,2.4,4,"M5",39.2,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2010
972,6,8,"AV",32.4,"NaturallyAspirated",1,0,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2011
973,4.6,8,"A4",23,"NaturallyAspirated",4,1,1,"TwoWheelDriveRear",1,1,"VansCargoTypes",0,0,2011
974,3,6,"Other",40.9035,"Supercharged",8,1,0,"TwoWheelDriveRear",2,2,"LargeCars",1,1,2012
975,3.8,6,"M6",34.7504,"NaturallyAspirated",6,0,0,"FourWheelDrive",2,2,"MinicompactCars",1,1,2012
976,5.7,8,"A5",26,"NaturallyAspirated",5,1,0,"FourWheelDrive",1,1,"SpecialPurposeVehicleSUV4WD",1,0,2010
977,2.5,4,"AV",37.9,"NaturallyAspirated",1,0,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
978,6.7,12,"S6",24.2,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"CompactCars",1,0,2010
979,3.5,6,"S6",31.4,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2012
980,3.7,6,"S7",36.9,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2010
981,1.6,4,"M6",50.2436,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,1,2011
982,2,4,"A4",41.8,"NaturallyAspirated",4,1,1,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
983,3.2,6,"S6",36.2,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SubcompactCars",1,1,2010
984,5.5,8,"A7",29.2,"NaturallyAspirated",7,1,0,"FourWheelDrive",2,2,"CompactCars",1,0,2010
985,6.2,8,"A6",26,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
986,2,4,"AVS6",42.4579,"NaturallyAspirated",1,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
987,3,6,"S6",31.3025,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
988,1.5,4,"M5",46.2622,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2010
989,2.9,4,"A4",32.4,"NaturallyAspirated",4,1,0,"FourWheelDrive",2,2,"SmallPickupTrucks4WD",0,0,2010
990,2,4,"AV",41.5661,"NaturallyAspirated",1,1,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2012
991,5.7,8,"A5",34.5,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"CompactCars",1,0,2010
992,3.6,6,"M6",35.2427,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
993,3.8,6,"S5",33.2,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"MinicompactCars",0,1,2010
994,1.6,4,"M6",46.4353,"Turbocharged",6,0,0,"TwoWheelDriveFront",2,2,"2Seaters",1,0,2012
995,5.3,8,"A4",22.9,"NaturallyAspirated",4,1,0,"AllWheelDrive",1,1,"VansCargoTypes",1,0,2010
996,4.4,8,"S8",33.6032,"Turbocharged",8,1,0,"TwoWheelDriveRear",2,2,"MidsizeCars",1,0,2011
997,2,4,"M5",43.2,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,0,2011
998,5.7,8,"A5",27.1,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
999,2.5,5,"S6",40.8,"NaturallyAspirated",6,0,0,"TwoWheelDriveFront",2,2,"SubcompactCars",1,0,2010
1000,3,6,"S6",34.7288,"Turbocharged",6,1,0,"AllWheelDrive",2,2,"SubcompactCars",1,0,2010
1001,2.4,4,"M5",38.8769,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"CompactCars",1,0,2010
1002,3,6,"M6",33.6,"NaturallyAspirated",6,0,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2010
1003,6,8,"AV",30.5,"NaturallyAspirated",1,0,0,"TwoWheelDriveRear",1,1,"SpecialPurposeVehicleSUV2WD",1,0,2010
1004,6.2,8,"S6",19.5139,"NaturallyAspirated",6,0,1,"FourWheelDrive",1,1,"StandardPickupTrucks4WD",1,0,2011
1005,2.4,4,"AV",40.8321,"NaturallyAspirated",1,0,0,"AllWheelDrive",2,2,"CompactCars",1,0,2010
1006,2.7,4,"S6",38.7,"NaturallyAspirated",6,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1007,5,8,"S6",30.3378,"Supercharged",6,1,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,0,2010
1008,4.8,8,"S6",31.3747,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,1,2010
1009,6,8,"A6",21.6515,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"VansPassengerType",1,0,2011
1010,2.4,4,"S4",38.7,"NaturallyAspirated",4,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",1,0,2011
1011,3.8,6,"A7",36.9347,"NaturallyAspirated",7,0,0,"TwoWheelDriveRear",2,2,"MinicompactCars",1,1,2010
1012,2,4,"S5",37.5,"Turbocharged",5,1,0,"TwoWheelDriveFront",2,2,"SmallStationWagons",0,0,2010
1013,3.8,6,"M6",28.5532,"NaturallyAspirated",6,0,0,"TwoWheelDriveRear",2,2,"2Seaters",1,1,2010
1014,3.5,6,"AV",31.7082,"NaturallyAspirated",1,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1015,2.3,4,"M5",39.2,"NaturallyAspirated",5,0,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",1,0,2010
1016,4,6,"A5",29.2,"NaturallyAspirated",5,1,0,"TwoWheelDriveRear",2,2,"SmallPickupTrucks2WD",1,0,2010
1017,4,6,"M5",28.6,"NaturallyAspirated",5,0,1,"TwoWheelDriveRear",1,1,"SmallPickupTrucks2WD",0,0,2010
1018,4,6,"A5",28.9182,"NaturallyAspirated",5,1,0,"ParttimeFourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2010
1019,5.3,8,"A6",29.3645,"NaturallyAspirated",6,1,0,"TwoWheelDriveRear",1,1,"StandardPickupTrucks2WD",1,0,2010
1020,2.4,4,"A5",39.2,"NaturallyAspirated",5,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleSUV2WD",1,1,2010
1021,3.6,6,"A5",31.2,"NaturallyAspirated",5,1,0,"FourWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,0,2011
1022,3.6,6,"S5",29.5,"NaturallyAspirated",5,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",0,1,2010
1023,5.4,8,"M6",30.4,"Supercharged",6,0,0,"TwoWheelDriveRear",2,2,"SubcompactCars",0,0,2010
1024,5.5,8,"A7",31.7,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2011
1025,6.2,8,"A6",25.7999,"NaturallyAspirated",6,1,0,"AllWheelDrive",1,1,"StandardPickupTrucks4WD",1,0,2010
1026,5,8,"A6",25.8975,"NaturallyAspirated",6,1,1,"FourWheelDrive",2,2,"StandardPickupTrucks4WD",1,0,2011
1027,5.5,8,"A7",30.6,"NaturallyAspirated",7,1,0,"TwoWheelDriveRear",2,2,"SubcompactCars",1,0,2011
1028,3,6,"Other",33.1281,"Supercharged",8,1,0,"AllWheelDrive",2,2,"SpecialPurposeVehicleSUV4WD",1,1,2011
1029,2.5,5,"M6",37.5,"Turbocharged",6,0,0,"AllWheelDrive",2,2,"SmallStationWagons",1,0,2010
1030,3.6,6,"A6",35,"NaturallyAspirated",6,1,0,"TwoWheelDriveFront",2,2,"SpecialPurposeVehicleminivan2WD",1,0,2011
